session_close,ticker,close
2025-01-02T21:00:00+00:00,SPY,98.156234
2025-01-03T21:00:00+00:00,SPY,97.431774
2025-01-06T21:00:00+00:00,SPY,96.943394
2025-01-07T21:00:00+00:00,SPY,97.826694
2025-01-08T21:00:00+00:00,SPY,97.080754
2025-01-09T21:00:00+00:00,SPY,96.306645
2025-01-10T21:00:00+00:00,SPY,95.970052
2025-01-13T21:00:00+00:00,SPY,96.314824
2025-01-14T21:00:00+00:00,SPY,95.635362
2025-01-15T21:00:00+00:00,SPY,95.398675
2025-01-16T21:00:00+00:00,SPY,94.622154
2025-01-17T21:00:00+00:00,SPY,94.833948
2025-01-20T21:00:00+00:00,SPY,94.532594
2025-01-21T21:00:00+00:00,SPY,93.79793
2025-01-22T21:00:00+00:00,SPY,94.338413
2025-01-23T21:00:00+00:00,SPY,94.114399
2025-01-24T21:00:00+00:00,SPY,93.640973
2025-01-27T21:00:00+00:00,SPY,93.284179
2025-01-28T21:00:00+00:00,SPY,93.111381
2025-01-29T21:00:00+00:00,SPY,94.137438
2025-01-30T21:00:00+00:00,SPY,93.599225
2025-01-31T21:00:00+00:00,SPY,94.189244
2025-02-03T21:00:00+00:00,SPY,94.322694
2025-02-04T21:00:00+00:00,SPY,95.251435
2025-02-05T21:00:00+00:00,SPY,95.50797
2025-02-06T21:00:00+00:00,SPY,95.855598
2025-02-07T21:00:00+00:00,SPY,95.909224
2025-02-10T21:00:00+00:00,SPY,96.232278
2025-02-11T21:00:00+00:00,SPY,96.866215
2025-02-12T21:00:00+00:00,SPY,97.172825
2025-02-13T21:00:00+00:00,SPY,97.929569
2025-02-14T21:00:00+00:00,SPY,97.055939
2025-02-17T21:00:00+00:00,SPY,97.32315
2025-02-18T21:00:00+00:00,SPY,98.223267
2025-02-19T21:00:00+00:00,SPY,98.048898
2025-02-20T21:00:00+00:00,SPY,98.476464
2025-02-21T21:00:00+00:00,SPY,97.745008
2025-02-24T21:00:00+00:00,SPY,98.107219
2025-02-25T21:00:00+00:00,SPY,98.427741
2025-02-26T21:00:00+00:00,SPY,99.685802
2025-02-27T21:00:00+00:00,SPY,100.792158
2025-02-28T21:00:00+00:00,SPY,99.978027
2025-03-03T21:00:00+00:00,SPY,102.041317
2025-03-04T21:00:00+00:00,SPY,102.80904
2025-03-05T21:00:00+00:00,SPY,102.482181
2025-03-06T21:00:00+00:00,SPY,102.266475
2025-03-07T21:00:00+00:00,SPY,103.166705
2025-03-10T21:00:00+00:00,SPY,104.18899
2025-03-11T21:00:00+00:00,SPY,105.244661
2025-03-12T21:00:00+00:00,SPY,104.428371
2025-03-13T21:00:00+00:00,SPY,105.914412
2025-03-14T21:00:00+00:00,SPY,105.408548
2025-03-17T21:00:00+00:00,SPY,105.037234
2025-03-18T21:00:00+00:00,SPY,105.158557
2025-03-19T21:00:00+00:00,SPY,105.328723
2025-03-20T21:00:00+00:00,SPY,105.904126
2025-03-21T21:00:00+00:00,SPY,107.531343
2025-03-24T21:00:00+00:00,SPY,108.055269
2025-03-25T21:00:00+00:00,SPY,105.88032
2025-03-26T21:00:00+00:00,SPY,104.875602
2025-03-27T21:00:00+00:00,SPY,106.113854
2025-03-28T21:00:00+00:00,SPY,104.105439
2025-03-31T21:00:00+00:00,SPY,104.202072
2025-04-01T21:00:00+00:00,SPY,104.726973
2025-04-02T21:00:00+00:00,SPY,103.527597
2025-04-03T21:00:00+00:00,SPY,102.650494
2025-04-04T21:00:00+00:00,SPY,103.014212
2025-04-07T21:00:00+00:00,SPY,101.043304
2025-04-08T21:00:00+00:00,SPY,100.428596
2025-04-09T21:00:00+00:00,SPY,100.936499
2025-04-10T21:00:00+00:00,SPY,99.937346
2025-04-11T21:00:00+00:00,SPY,99.259157
2025-04-14T21:00:00+00:00,SPY,100.234009
2025-04-15T21:00:00+00:00,SPY,98.603488
2025-04-16T21:00:00+00:00,SPY,98.51264
2025-04-17T21:00:00+00:00,SPY,98.483903
2025-04-18T21:00:00+00:00,SPY,98.596792
2025-04-21T21:00:00+00:00,SPY,98.371941
2025-04-22T21:00:00+00:00,SPY,99.405491
2025-04-23T21:00:00+00:00,SPY,98.527235
2025-04-24T21:00:00+00:00,SPY,98.062308
2025-04-25T21:00:00+00:00,SPY,99.891089
2025-04-28T21:00:00+00:00,SPY,99.967584
2025-04-29T21:00:00+00:00,SPY,101.035534
2025-04-30T21:00:00+00:00,SPY,102.241149
2025-05-01T21:00:00+00:00,SPY,102.157269
2025-05-02T21:00:00+00:00,SPY,102.029881
2025-05-05T21:00:00+00:00,SPY,102.892951
2025-05-06T21:00:00+00:00,SPY,102.685411
2025-05-07T21:00:00+00:00,SPY,102.875913
2025-05-08T21:00:00+00:00,SPY,103.241031
2025-05-09T21:00:00+00:00,SPY,104.781245
2025-05-12T21:00:00+00:00,SPY,106.000953
2025-05-13T21:00:00+00:00,SPY,105.130106
2025-05-14T21:00:00+00:00,SPY,104.79405
2025-05-15T21:00:00+00:00,SPY,105.588481
2025-05-16T21:00:00+00:00,SPY,106.06472
2025-05-19T21:00:00+00:00,SPY,106.206247
2025-05-20T21:00:00+00:00,SPY,105.869213
2025-05-21T21:00:00+00:00,SPY,105.292478
2025-05-22T21:00:00+00:00,SPY,104.957882
2025-05-23T21:00:00+00:00,SPY,104.273387
2025-05-26T21:00:00+00:00,SPY,105.110342
2025-05-27T21:00:00+00:00,SPY,104.422791
2025-05-28T21:00:00+00:00,SPY,104.048664
2025-05-29T21:00:00+00:00,SPY,105.172568
2025-05-30T21:00:00+00:00,SPY,105.183683
2025-06-02T21:00:00+00:00,SPY,106.209674
2025-06-03T21:00:00+00:00,SPY,104.68551
2025-06-04T21:00:00+00:00,SPY,104.700852
2025-06-05T21:00:00+00:00,SPY,104.244044
2025-06-06T21:00:00+00:00,SPY,103.833031
2025-06-09T21:00:00+00:00,SPY,103.166823
2025-06-10T21:00:00+00:00,SPY,102.779907
2025-06-11T21:00:00+00:00,SPY,102.801096
2025-06-12T21:00:00+00:00,SPY,103.80358
2025-06-13T21:00:00+00:00,SPY,103.662756
2025-06-16T21:00:00+00:00,SPY,103.267438
2025-06-17T21:00:00+00:00,SPY,103.299838
2025-06-18T21:00:00+00:00,SPY,103.810509
2025-06-19T21:00:00+00:00,SPY,103.469139
2025-06-20T21:00:00+00:00,SPY,103.380138
2025-06-23T21:00:00+00:00,SPY,104.633729
2025-06-24T21:00:00+00:00,SPY,104.308549
2025-06-25T21:00:00+00:00,SPY,105.401481
2025-06-26T21:00:00+00:00,SPY,105.409058
2025-06-27T21:00:00+00:00,SPY,106.335832
2025-06-30T21:00:00+00:00,SPY,106.383476
2025-07-01T21:00:00+00:00,SPY,105.523666
2025-07-02T21:00:00+00:00,SPY,104.673636
2025-07-03T21:00:00+00:00,SPY,104.602212
2025-07-04T21:00:00+00:00,SPY,104.693618
2025-07-07T21:00:00+00:00,SPY,105.727386
2025-07-08T21:00:00+00:00,SPY,105.436372
2025-07-09T21:00:00+00:00,SPY,105.128654
2025-07-10T21:00:00+00:00,SPY,105.774416
2025-07-11T21:00:00+00:00,SPY,106.835757
2025-07-14T21:00:00+00:00,SPY,106.863449
2025-07-15T21:00:00+00:00,SPY,105.939009
2025-07-16T21:00:00+00:00,SPY,105.489643
2025-07-17T21:00:00+00:00,SPY,105.011326
2025-07-18T21:00:00+00:00,SPY,105.463252
2025-07-21T21:00:00+00:00,SPY,104.02353
2025-07-22T21:00:00+00:00,SPY,103.309957
2025-07-23T21:00:00+00:00,SPY,104.813721
2025-07-24T21:00:00+00:00,SPY,105.823213
2025-07-25T21:00:00+00:00,SPY,105.779797
2025-07-28T21:00:00+00:00,SPY,106.509578
2025-07-29T21:00:00+00:00,SPY,106.971637
2025-07-30T21:00:00+00:00,SPY,107.635963
2025-07-31T21:00:00+00:00,SPY,107.595221
2025-08-01T21:00:00+00:00,SPY,109.394493
2025-08-04T21:00:00+00:00,SPY,109.025717
2025-08-05T21:00:00+00:00,SPY,109.978738
2025-08-06T21:00:00+00:00,SPY,109.115872
2025-08-07T21:00:00+00:00,SPY,108.467151
2025-08-08T21:00:00+00:00,SPY,108.707179
2025-08-11T21:00:00+00:00,SPY,108.553688
2025-08-12T21:00:00+00:00,SPY,108.949539
2025-08-13T21:00:00+00:00,SPY,108.792898
2025-08-14T21:00:00+00:00,SPY,106.592005
2025-08-15T21:00:00+00:00,SPY,106.142281
2025-08-18T21:00:00+00:00,SPY,106.85522
2025-08-19T21:00:00+00:00,SPY,107.21632
2025-08-20T21:00:00+00:00,SPY,106.022958
2025-08-21T21:00:00+00:00,SPY,106.870671
2025-08-22T21:00:00+00:00,SPY,106.593665
2025-08-25T21:00:00+00:00,SPY,106.342855
2025-08-26T21:00:00+00:00,SPY,105.746155
2025-08-27T21:00:00+00:00,SPY,104.804217
2025-08-28T21:00:00+00:00,SPY,103.711698
2025-08-29T21:00:00+00:00,SPY,103.893224
2025-09-01T21:00:00+00:00,SPY,103.284223
2025-09-02T21:00:00+00:00,SPY,104.900237
2025-09-03T21:00:00+00:00,SPY,104.308982
2025-09-04T21:00:00+00:00,SPY,103.657982
2025-09-05T21:00:00+00:00,SPY,103.985655
2025-09-08T21:00:00+00:00,SPY,101.860283
2025-09-09T21:00:00+00:00,SPY,101.430005
2025-09-10T21:00:00+00:00,SPY,101.57202
2025-01-02T21:00:00+00:00,NVDA,97.884677
2025-01-03T21:00:00+00:00,NVDA,97.492824
2025-01-06T21:00:00+00:00,NVDA,96.122634
2025-01-07T21:00:00+00:00,NVDA,95.896226
2025-01-08T21:00:00+00:00,NVDA,96.060539
2025-01-09T21:00:00+00:00,NVDA,94.498554
2025-01-10T21:00:00+00:00,NVDA,92.822122
2025-01-13T21:00:00+00:00,NVDA,93.52926
2025-01-14T21:00:00+00:00,NVDA,92.438483
2025-01-15T21:00:00+00:00,NVDA,93.583184
2025-01-16T21:00:00+00:00,NVDA,94.213031
2025-01-17T21:00:00+00:00,NVDA,97.123117
2025-01-20T21:00:00+00:00,NVDA,98.438765
2025-01-21T21:00:00+00:00,NVDA,96.467439
2025-01-22T21:00:00+00:00,NVDA,99.181235
2025-01-23T21:00:00+00:00,NVDA,99.962019
2025-01-24T21:00:00+00:00,NVDA,96.733231
2025-01-27T21:00:00+00:00,NVDA,97.152501
2025-01-28T21:00:00+00:00,NVDA,98.37094
2025-01-29T21:00:00+00:00,NVDA,99.650779
2025-01-30T21:00:00+00:00,NVDA,96.555979
